title,location,price,room_size_sqm,listing_date,cam_free_per_month,property_type,is_finish_construct,constructed_year,bedrooms,bathrooms,no_floors,balcony_view,room_furniture,estimate_rent_per_month,url
1 Bedroom Condo for sale at Ideo Q Chula Samyan ,"Maha Phruettharam, Bang Rak,Bangkok",6592000,34,"Oct 30, 2020",1870,Condo,Completed,Sep 2016,1,1,25,City View,Fully Furnished,24000,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-ideo-q-chula-samyan-in-maha-phruettharam-bangkok-u638190
Studio Condo for sale at Noble Refine ,"Khlong Tan, Khlong Toei,Bangkok",6850000,35,"Oct 30, 2020",1750,Condo,Completed,Dec 2012,Studio,1,25,City View,Fully Furnished,25000,https://www.fazwaz.com/property-sales/studio-condo-for-sale-at-noble-refine-in-khlong-tan-bangkok-u635128
1 Bedroom Condo for sale at Knightsbridge Prime Sathorn ,"Thung Wat Don, Sathon,Bangkok",7300000,44,"Oct 30, 2020",2420,Condo,Completed,Jul 2019,1,1,30,City View,Fully Furnished,33000,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-knightsbridge-prime-sathorn-in-thung-wat-don-bangkok-u638076
1 Bedroom Condo for sale at Ideo Q Chula Samyan ,"Maha Phruettharam, Bang Rak,Bangkok",6400000,33,"Oct 29, 2020",1815,Condo,Completed,Sep 2016,1,1,15,City View,Fully Furnished,20000,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-ideo-q-chula-samyan-in-maha-phruettharam-bangkok-u638012
2 Bedroom Condo for sale at Supreme Legend ,"Chong Nonsi, Yan Nawa,Bangkok",20500000,131,"Oct 29, 2020",6288,Condo,Completed,Mar 2018,2,2,3,City View,Partly Furnished,71800,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-supreme-legend-in-chong-nonsi-bangkok-u637982
1 Bedroom Condo for sale at Centric Scene Ratchavipha ,"Wong Sawang, Bang Sue,Bangkok",3080000,42,"Oct 29, 2020",1260,Condo,Completed,Dec 2009,1,1,14,City View,Fully Furnished,9910,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-centric-scene-ratchavipha-in-wong-sawang-bangkok-u637964
2 Bedroom Condo for sale at Wattana Suite ,"Khlong Toei Nuea, Watthana,Bangkok",8000000,105.17,"Oct 27, 2020",4733,Condo,Completed,Dec 2003,2,2,3,City View,Fully Furnished,40000,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-wattana-suite-in-khlong-toei-nuea-bangkok-u637738
1 Bedroom Condo for sale at Knightsbridge Prime Sathorn ,"Thung Wat Don, Sathon,Bangkok",7900000,44,"Oct 27, 2020",2420,Condo,Completed,Jul 2019,1,1,41,City View,Fully Furnished,30000,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-knightsbridge-prime-sathorn-in-thung-wat-don-bangkok-u637734
1 Bedroom Condo for sale at Lumpini Place Rama IX-Ratchada ,"Huai Khwang, Huai Khwang,Bangkok",4020000,34,"Oct 27, 2020",1190,Condo,Completed,Dec 2009,1,1,13,"City View, Pool View",Fully Furnished,11000,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-lumpini-place-rama-ix-ratchada-in-huai-khwang-bangkok-u637590
1 Bedroom Condo for sale at Knightsbridge Prime Sathorn ,"Thung Wat Don, Sathon,Bangkok",6800000,44,"Oct 27, 2020",2420,Condo,Completed,Jul 2019,1,1,37,"Lake View, City View",Built In,27800,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-knightsbridge-prime-sathorn-in-thung-wat-don-bangkok-u637728
2 Bedroom Condo for sale at Millennium Residence ,"Khlong Toei, Khlong Toei,Bangkok",140000000,379.80,"Oct 26, 2020",18990,Condo,Completed,Dec 2009,2,4,40,"River or Canal View, City View, Unblocked Open View",Fully Furnished,448000,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-millennium-residence-in-khlong-toei-bangkok-u637532
1 Bedroom Condo for sale at Regent Home Sukhumvit 81 ,"Suan Luang, Suan Luang,Bangkok",2163000,Area is not available,Date is not available,Volume is not available,Type is not available,Completed,Dec 2018,Number of bedrooms is not available,1,Number of floors is not available,Details of balcony is not available,Details of room furnish is not available,12000,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-regent-home-sukhumvit-81-in-suan-luang-bangkok-u636982
1 Bedroom Condo for sale at Supalai Premier Place Asoke ,"Khlong Toei Nuea, Watthana,Bangkok",6500000,34.50,"Oct 22, 2020",1208,Condo,Completed,Dec 2006,1,1,23,City View,Fully Furnished,15800,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-supalai-premier-place-asoke-in-khlong-toei-nuea-bangkok-u636980
1 Bedroom Condo for sale at Ashton Chula-Silom ,"Si Phraya, Bang Rak,Bangkok",8858000,35,"Oct 21, 2020",2275,Condo,Completed,Nov 2018,1,1,9,City View,Fully Furnished,33000,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-ashton-chula-silom-in-si-phraya-bangkok-u636816
1 Bedroom Condo for sale at Ashton Chula-Silom ,"Si Phraya, Bang Rak,Bangkok",6550000,24.95,"Oct 21, 2020",1622,Condo,Completed,Nov 2018,1,1,46,City View,Fully Furnished,22000,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-ashton-chula-silom-in-si-phraya-bangkok-u636796
1 Bedroom Condo for sale at Ashton Chula-Silom ,"Si Phraya, Bang Rak,Bangkok",7509000,32,"Oct 21, 2020",2080,Condo,Completed,Nov 2018,1,1,16,City View,Fully Furnished,24000,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-ashton-chula-silom-in-si-phraya-bangkok-u636778
2 Bedroom Condo for sale at Ashton Chula-Silom ,"Si Phraya, Bang Rak,Bangkok",15000000,57.23,"Oct 21, 2020",3720,Condo,Completed,Nov 2018,2,1,12,City View,Fully Furnished,50000,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-ashton-chula-silom-in-si-phraya-bangkok-u636772
1 Bedroom Condo for sale at Ashton Chula-Silom ,"Si Phraya, Bang Rak,Bangkok",9490000,34.50,"Oct 20, 2020",2243,Condo,Completed,Nov 2018,1,1,51,City View,Fully Furnished,25000,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-ashton-chula-silom-in-si-phraya-bangkok-u636670
1 Bedroom Condo for sale at Ashton Chula-Silom ,"Si Phraya, Bang Rak,Bangkok",9116000,34.50,"Oct 20, 2020",2243,Condo,Completed,Nov 2018,1,1,28,City View,Fully Furnished,31400,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-ashton-chula-silom-in-si-phraya-bangkok-u636646
Studio Condo for sale at Ashton Chula-Silom ,"Si Phraya, Bang Rak,Bangkok",7056000,25.28,"Oct 20, 2020",1643,Condo,Completed,Nov 2018,Studio,1,15,City View,Fully Furnished,18000,https://www.fazwaz.com/property-sales/studio-condo-for-sale-at-ashton-chula-silom-in-si-phraya-bangkok-u636640
1 Bedroom Condo for sale at Circle Condominium ,"Makkasan, Ratchathewi,Bangkok",4500000,36,"Oct 19, 2020",1440,Condo,Completed,Dec 2012,1,1,20,"Skyline View, City View, Unblocked Open View",Fully Furnished,24000,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-circle-condominium-in-makkasan-bangkok-u636446
1 Bedroom Penthouse for sale at Bangkok Horizon Sathorn ,"Thung Wat Don, Sathon,Bangkok",6500000,51,"Oct 19, 2020",2295,Penthouse,Completed,Dec 2015,1,2,23,"City View, Unblocked Open View",Negotiable,35000,https://www.fazwaz.com/property-sales/1-bedroom-penthouse-for-sale-at-bangkok-horizon-sathorn-in-thung-wat-don-bangkok-u636434
1 Bedroom Condo for sale at Noble Ploenchit ,"Lumphini, Pathum Wan,Bangkok",12500000,45,"Oct 19, 2020",2700,Condo,Completed,Dec 2016,1,1,10,City View,Fully Furnished,35000,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-noble-ploenchit-in-lumphini-bangkok-u636442
Studio Condo for sale at Ideo Sathorn - Thaphra ,"Bukkhalo, Thon Buri,Bangkok",2000000,21,"Oct 19, 2020",945,Condo,Completed,Dec 2014,Studio,1,17,"Skyline View, City View",Negotiable,9580,https://www.fazwaz.com/property-sales/studio-condo-for-sale-at-ideo-sathorn-thaphra-in-bukkhalo-bangkok-u636272
2 Bedroom Condo for sale at Noble Ploenchit ,"Lumphini, Pathum Wan,Bangkok",30800000,80.81,"Oct 19, 2020",4849,Condo,Completed,Dec 2016,2,2,38,City View,Fully Furnished,80200,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-noble-ploenchit-in-lumphini-bangkok-u636406
2 Bedroom Condo for sale at Noble Ploenchit ,"Lumphini, Pathum Wan,Bangkok",32960000,81,"Oct 19, 2020",4860,Condo,Completed,Dec 2016,2,2,25,"Park View, City View, Unblocked Open View",Fully Furnished,70000,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-noble-ploenchit-in-lumphini-bangkok-u636396
2 Bedroom Condo for sale at Noble Ploenchit ,"Lumphini, Pathum Wan,Bangkok",30900000,81.87,"Oct 19, 2020",4912,Condo,Completed,Dec 2016,2,2,42,City View,Fully Furnished,80400,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-noble-ploenchit-in-lumphini-bangkok-u636378
1 Bedroom Condo for sale at Noble Ploenchit ,"Lumphini, Pathum Wan,Bangkok",17304000,58,"Oct 16, 2020",3480,Condo,Completed,Dec 2016,1,1,23,City View,Fully Furnished,50600,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-noble-ploenchit-in-lumphini-bangkok-u636206
1 Bedroom Condo for sale at Noble Ploenchit ,"Lumphini, Pathum Wan,Bangkok",16274000,56.50,"Oct 16, 2020",3390,Condo,Completed,Dec 2016,1,1,25,City View,Fully Furnished,44000,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-noble-ploenchit-in-lumphini-bangkok-u636200
2 Bedroom Condo for sale at Noble Ploenchit ,"Lumphini, Pathum Wan,Bangkok",25000000,76,"Oct 16, 2020",4560,Condo,Completed,Dec 2016,2,2,10,City View,Fully Furnished,65000,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-noble-ploenchit-in-lumphini-bangkok-u636194
1 Bedroom Condo for sale at Noble Ploenchit ,"Lumphini, Pathum Wan,Bangkok",17900000,60,"Oct 16, 2020",3600,Condo,Completed,Dec 2016,1,1,8,"City View, Pool View",Fully Furnished,50000,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-noble-ploenchit-in-lumphini-bangkok-u636186
3 Bedroom Condo for sale at The River by Raimon Land ,"Khlong Ton Sai, Khlong San,Bangkok",49390000,137,"Oct 16, 2020",12330,Condo,Completed,Dec 2009,3,3,34,"Lake View, City View",Built In,136000,https://www.fazwaz.com/property-sales/3-bedroom-condo-for-sale-at-the-river-by-raimon-land-in-khlong-ton-sai-bangkok-u636142
1 Bedroom Condo for sale at The River by Raimon Land ,"Khlong Ton Sai, Khlong San,Bangkok",22720000,63,"Oct 16, 2020",5670,Condo,Completed,Dec 2009,1,1,44,"Lake View, City View",Built In,45000,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-the-river-by-raimon-land-in-khlong-ton-sai-bangkok-u636140
3 Bedroom Condo for sale at The River by Raimon Land ,"Khlong Ton Sai, Khlong San,Bangkok",29700000,136.51,"Oct 16, 2020",12286,Condo,Completed,Dec 2009,3,3,49,City View,Fully Furnished,82100,https://www.fazwaz.com/property-sales/3-bedroom-condo-for-sale-at-the-river-by-raimon-land-in-khlong-ton-sai-bangkok-u636128
1 Bedroom Condo for sale at The River by Raimon Land ,"Khlong Ton Sai, Khlong San,Bangkok",11750000,56,"Oct 16, 2020",5040,Condo,Completed,Dec 2009,1,1,18,City View,Fully Furnished,40400,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-the-river-by-raimon-land-in-khlong-ton-sai-bangkok-u636126
2 Bedroom Condo for sale at The River by Raimon Land ,"Khlong Ton Sai, Khlong San,Bangkok",19500000,112,"Oct 16, 2020",10080,Condo,Completed,Dec 2009,2,2,41,City View,Fully Furnished,62300,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-the-river-by-raimon-land-in-khlong-ton-sai-bangkok-u636120
1 Bedroom Condo for sale at Supalai River Place ,"Bang Lamphu Lang, Khlong San,Bangkok",4000000,Area is not available,Date is not available,Volume is not available,Type is not available,Completed,Jan 2009,Number of bedrooms is not available,1,Number of floors is not available,Details of balcony is not available,Details of room furnish is not available,15500,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-supalai-river-place-in-bang-lamphu-lang-bangkok-u636006
1 Bedroom Condo for sale at The River by Raimon Land ,"Khlong Ton Sai, Khlong San,Bangkok",9500000,68.07,"Oct 15, 2020",6126,Condo,Completed,Dec 2009,1,1,31,City View,Fully Furnished,35000,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-the-river-by-raimon-land-in-khlong-ton-sai-bangkok-u635934
2 Bedroom Condo for sale at The River by Raimon Land ,"Khlong Ton Sai, Khlong San,Bangkok",22700000,108.80,"Oct 15, 2020",9792,Condo,Completed,Dec 2009,2,2,49,"River or Canal View, City View",Built In,72500,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-the-river-by-raimon-land-in-khlong-ton-sai-bangkok-u635918
2 Bedroom Condo for sale at The River by Raimon Land ,"Khlong Ton Sai, Khlong San,Bangkok",29000000,131,"Oct 15, 2020",11790,Condo,Completed,Dec 2009,2,3,57,"River or Canal View, City View",Fully Furnished,70000,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-the-river-by-raimon-land-in-khlong-ton-sai-bangkok-u635880
1 Bedroom Condo for sale at The River by Raimon Land ,"Khlong Ton Sai, Khlong San,Bangkok",13500000,65,"Oct 15, 2020",5850,Condo,Completed,Dec 2009,1,1,9,City View,Fully Furnished,38000,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-the-river-by-raimon-land-in-khlong-ton-sai-bangkok-u635868
2 Bedroom Condo for sale at H Sukhumvit 43 ,"Khlong Tan Nuea, Watthana,Bangkok",11800000,59.14,"Oct 15, 2020",2661,Condo,Completed,Dec 2014,2,2,11,City View,Fully Furnished,55000,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-h-sukhumvit-43-in-khlong-tan-nuea-bangkok-u635032
5 Bedroom Penthouse for sale at Le Raffine Sukhumvit 24 ,"Khlong Tan, Khlong Toei,Bangkok",150000000,599.67,"Oct 14, 2020",N/A,Penthouse,Completed,Jan 2005,5,5,30,"City View, Pool View, Unblocked Open View",Partly Furnished,Estimate rent is not available,https://www.fazwaz.com/property-sales/5-bedroom-penthouse-for-sale-at-le-raffine-sukhumvit-24-in-khlong-tan-bangkok-u635568
2 Bedroom Condo for sale at The Lumpini 24 ,"Khlong Tan, Khlong Toei,Bangkok",9900000,55.02,"Oct 14, 2020",3851,Condo,Completed,Mar 2016,2,2,3,City View,Fully Furnished,37600,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-the-lumpini-24-in-khlong-tan-bangkok-u635732
2 Bedroom Condo for sale at The Esse Asoke ,"Khlong Toei Nuea, Watthana,Bangkok",21700000,74.60,"Oct 12, 2020",5968,Condo,Completed,Apr 2019,2,2,36,City View,Fully Furnished,80000,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-the-esse-asoke-in-khlong-toei-nuea-bangkok-u635564
2 Bedroom Condo for sale at Muniq Sukhumvit 23 ,"Khlong Toei Nuea, Watthana,Bangkok",18900000,65.50,"Oct 12, 2020",6223,Condo,Completed,Dec 2019,2,2,19,City View,Built In,70000,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-muniq-sukhumvit-23-in-khlong-toei-nuea-bangkok-u635554
1 Bedroom Condo for sale at The Line Sukhumvit 101 ,"Bang Chak, Phra Khanong,Bangkok",5700000,33,"Oct 12, 2020",2145,Condo,Completed,Jan 2020,1,1,23,City View,Fully Furnished,22000,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-the-line-sukhumvit-101-in-bang-chak-bangkok-u635548
2 Bedroom Condo for sale at Noble Reveal ,"Phra Khanong Nuea, Watthana,Bangkok",15500000,88,"Oct 10, 2020",6160,Condo,Completed,Dec 2011,2,2,23,City View,Fully Furnished,45000,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-noble-reveal-in-phra-khanong-nuea-bangkok-u635290
Studio Condo for sale at Ideo Thaphra Interchange ,"Wat Tha Phra, Bangkok Yai,Bangkok",2590000,27.67,"Oct 10, 2020",1245,Condo,Completed,Jan 2018,Studio,1,12,City View,Fully Furnished,1245,https://www.fazwaz.com/property-sales/studio-condo-for-sale-at-ideo-thaphra-interchange-in-wat-tha-phra-bangkok-u634976
Studio Condo for sale at Life One Wireless ,"Lumphini, Pathum Wan,Bangkok",4550000,24,"Oct 10, 2020",1200,Condo,Completed,Apr 2020,Studio,1,26,City View,Fully Furnished,22000,https://www.fazwaz.com/property-sales/studio-condo-for-sale-at-life-one-wireless-in-lumphini-bangkok-u635082
2 Bedroom Condo for sale at The Emporio Place ,"Khlong Tan, Khlong Toei,Bangkok",29000000,Area is not available,Date is not available,Volume is not available,Type is not available,Completed,Dec 2009,Number of bedrooms is not available,1,Number of floors is not available,Details of balcony is not available,Details of room furnish is not available,110000,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-the-emporio-place-in-khlong-tan-bangkok-u635348
2 Bedroom Condo for sale at The Diplomat 39 ,"Khlong Tan Nuea, Watthana,Bangkok",30900000,92,"Oct 9, 2020",8280,Condo,Completed,Jun 2019,2,2,15,Unblocked Open View,Fully Furnished,95000,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-the-diplomat-39-in-khlong-tan-nuea-bangkok-u635064
3 Bedroom Condo for sale at The Emporio Place ,"Khlong Tan, Khlong Toei,Bangkok",35500000,Area is not available,Date is not available,Volume is not available,Type is not available,Completed,Dec 2009,Number of bedrooms is not available,3,Number of floors is not available,Details of balcony is not available,Details of room furnish is not available,120000,https://www.fazwaz.com/property-sales/3-bedroom-condo-for-sale-at-the-emporio-place-in-khlong-tan-bangkok-u635344
2 Bedroom Condo for sale at The Complete Narathiwat ,"Chong Nonsi, Yan Nawa,Bangkok",5800000,61,"Oct 9, 2020",2745,Condo,Completed,Dec 2009,2,2,19,City View,Fully Furnished,24000,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-the-complete-narathiwat-in-chong-nonsi-bangkok-u635310
2 Bedroom Condo for sale at Supalai Place ,"Khlong Tan Nuea, Watthana,Bangkok",7000000,97,"Oct 9, 2020",3007,Condo,Completed,Dec 1994,2,2,19,City View,Fully Furnished,45000,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-supalai-place-in-khlong-tan-nuea-bangkok-u634826
2 Bedroom Penthouse for sale at Millennium Residence ,"Khlong Toei, Khlong Toei,Bangkok",135000000,377,"Oct 8, 2020",18850,Penthouse,Completed,Dec 2009,2,3,44,"City View, Unblocked Open View",Fully Furnished,450000,https://www.fazwaz.com/property-sales/2-bedroom-penthouse-for-sale-at-millennium-residence-in-khlong-toei-bangkok-u634776
1 Bedroom Condo for sale at The Tree Sukhumvit 71-Ekamai ,"Suan Luang, Suan Luang,Bangkok",2900000,27.50,"Oct 8, 2020",1045,Condo,Completed,Apr 2019,1,1,12,City View,Fully Furnished,11500,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-the-tree-sukhumvit-71-ekamai-in-suan-luang-bangkok-u634746
2 Bedroom Condo for sale at 98 Wireless ,"Lumphini, Pathum Wan,Bangkok",144200000,132,"Oct 7, 2020",N/A,Condo,Completed,Mar 2017,2,3,10,"City View, Unblocked Open View",Fully Furnished,207000,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-98-wireless-in-lumphini-bangkok-u635046
4 Bedroom Condo for sale at The Residences at The St. Regis Bangkok [Leasehold] ,"Lumphini, Pathum Wan,Bangkok",450000000,666,"Oct 6, 2020",79920,Condo,Completed,Jan 2010,4,5,45,Golf Course View,Negotiable,1000000,https://www.fazwaz.com/property-sales/4-bedroom-condo-for-sale-at-the-residences-at-the-st-regis-bangkok-in-lumphini-bangkok-u630934
1 Bedroom Condo for sale at Rhythm Sathorn ,"Thung Wat Don, Sathon,Bangkok",7490000,38.20,"Oct 6, 2020",1528,Condo,Completed,Dec 2015,1,1,34,"River or Canal View, City View",Partly Furnished,26600,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-rhythm-sathorn-in-thung-wat-don-bangkok-u634834
2 Bedroom Condo for sale at Nivati Thonglor 23 ,"Khlong Tan Nuea, Watthana,Bangkok",22655880,109,"Oct 6, 2020",13080,Condo,Completed,Sep 2019,2,2,3,Garden View,Unfurnished,13080,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-nivati-thonglor-23-in-khlong-tan-nuea-bangkok-u634696
1 Bedroom Condo for sale at XVI The Sixteenth Condominium ,"Khlong Toei, Khlong Toei,Bangkok",5999000,44,"Oct 5, 2020",1540,Condo,Completed,Dec 2010,1,1,7,"Skyline View, Lake View, Park View, Unblocked Open View",Fully Furnished,22800,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-xvi-the-sixteenth-condominium-in-khlong-toei-bangkok-u634348
2 Bedroom Condo for sale at Baan Chaopraya Condo ,"Khlong San, Khlong San,Bangkok",10500000,94.50,"Oct 1, 2020",N/A,Condo,Completed,Dec 1994,2,1,4,City View,Fully Furnished,40000,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-baan-chaopraya-condo-in-khlong-san-bangkok-u634352
