lat,lng,property_name
13.716382,100.818456,NHA Lat Krabang Bangkok Two Phase 2 
13.7421995,100.5602602,Noble Recole 
13.685125,100.6093933,The Muse Sukhumvit 64/2 
13.8373142,100.5744444,KnightsBridge Kaset - Society 
13.7542622,100.6473491,Four Wings Residence 
13.6837594,100.6101751,Centric Scene Sukhumvit 64 
13.7880813,100.6274476,Happy Condo Ladprao 101 
13.7169887,100.5809037,MIELER Sukhumvit 40 
13.7213592,100.5337269,The Hudson Sathorn 7 
13.646842,100.681007,Sawasdee Bangkok 
13.8005559,100.5735881,L Loft Ratchada 19 
13.696328,100.605266,Symphony Sukhumvit 
13.7566234,100.5687505,Chamnan Phenjati Business Center 
13.7387589,100.5762435,Baan Prompong 
13.8099817,100.5641739,Lert Ubon Sky Life Tower 
13.8543586,100.5636418,Varawan Park Ngamwongwan 59 
13.6707821,100.6374845,Bangna Country Complex 
13.6583756,100.6133578,Very Lasalle 
13.7162214,100.4556814,Beat Bangwa Interchange 
13.7158704,100.5471476,Sathorn Plus - By The Garden 
13.7754507,100.484872,Thana Arcadia 
13.7093777,100.5392022,Issara Collection Sathorn 
13.7471039,100.5537153,Inter Lux Residence 
13.7378892,100.5926574,Le Cosi Ekamai 28 
13.7111303,100.500552,Watermark Chaophraya 
13.7794067,100.5414562,The Silk Phaholyothin-Aree 2 
13.751619,100.5880432,Sun Palace Condominium 
13.7206679,100.5882135,Hive Sukhumvit 65 
13.7785324,100.5758326,Soho Bangkok Ratchada 
13.7044495,100.5994861,Tree Condo Sukhumvit 50 
13.814848,100.5763659,Modiz Ratchada 32 
13.735896,100.5508433,SOCIO Ruamrudee 
13.8116607,100.5339201,U Delight At Bang Sue Station 
13.7228254,100.584161,Rhythm Ekkamai 
13.6842747,100.605217,The Nest Sukhumvit 64 
13.7168327,100.6008145,The Excel Hideaway Sukhumvit 71 
13.7431329,100.5889531,Supalai Park Ekkamai-Thonglor 
13.7059719,100.5389078,WINDSHELL Naradhiwas 
13.73856,100.5549714,Newton Tower 
13.7541882,100.5632693,Life Asoke Hype 
13.7460628,100.5223724,Cooper Siam 
13.7155114,100.4801343,Aspire Sathorn-Thapra 
13.726175,100.575635,BEATNIQ Sukhumvit 32 
13.7283647,100.5710246,Noble Refine 
13.754437,100.5635449,Life Asoke Rama 9 
13.7103615,100.6017758,Blocs 77 
13.8919832,100.5843705,Park View Viphavadi 
13.7199584,100.7357391,Romsuk 9 Condotown 
13.8504298,100.6056533,Condo U Kaset – Nawamin 
13.8055791,100.5262873,The Stage Taopoon - Interchange 
13.7160735,100.5827215,The Room Sukhumvit 40 
13.6949877,100.6035794,Life Sukhumvit 62 
13.6747354,100.5397685,Lumpini Place Rama 3 - Riverine 
13.7218707,100.4965179,Hive Taksin 
13.7163787,100.5315884,Sathorn Heritage 
13.7821876,100.5824371,The Excel Ratchada 18 
13.7242273,100.588359,Beverly Hills Mansion 
13.6890127,100.602521,Moniiq Sukhumvit 64 
13.8273878,100.5352446,Phibun Condo Ville 
13.7224697,100.5771606,Urbitia Thong Lo 
13.8005559,100.5735881,Wire Ratchada 19 
13.7631659,100.5691682,Noble Revolve Ratchada  
13.730343,100.5792327,The Waterford Park Sukhumvit 53 
13.7087269,100.545619,The Lofts Yennakart 
13.7168291,100.5296085,Sathorn Happy Land Tower 
13.6747426,100.6117858,The Sky Sukhumvit 
13.7581683,100.647812,Pattamon Condo Town 
13.730824,100.5864445,Up Ekamai 
13.723207,100.5223919,The Lofts Silom 
13.703094,100.5996384,The Next Garden Mix 
13.7781828,100.5469495,Sailom City Resort 
13.7369918,100.5567627,Baan Siri Sukhumvit 10 
13.738861,100.5790735,Prompak Gardens 
13.785274,100.5434368,SAVVI Ari 4 
13.7900239,100.5725431,City Room Ratchada-Suthisan 
13.7352523,100.5830644,Turn Berry 
13.7149715,100.4673077,Ideo Wutthakat 
13.7461749,100.5767779,Cloud Thonglor-Phetchaburi 
13.7362557,100.5579976,Circle S Sukhumvit 12 
13.7448413,100.5585372,Urbana Sukhumvit 15 
13.6919948,100.6082276,The Line Sukhumvit 101 
13.7775803,100.5417949,Suanbua Residence Ari-Ratchakru 
13.6845063,100.608483,Skyrise Avenue Sukhumvit 64 
13.7924136,100.5830644,Atmoz Ratchada - Huaikwang 
13.8076235,100.5711725,Maru Ladprao 15 
13.7172091,100.571418,U Sabai Rama 4 - Kluaynamthai 
13.6820515,100.4938261,ISSI Condo Suksawat 
13.7544306,100.5423027,Ideo Verve Ratchaprarop 
13.7129661,100.5923335,Sukhumvit Plus 
13.7698501,100.6385506,Aspire Ladprao 113 
13.7803965,100.5736957,Centric Ratchada - Huai Khwang 
13.7436115,100.6445149,The Iris Rama 9 - Srinakarin 
13.7295205,100.5783717,Chalermnit Art De Maison 
13.8131396,100.594956,Plum Condo Ramkhamhaeng 
13.7124894,100.5953276,Zenith Place at Sukhumvit 71 
13.770305,100.4849196,Ivy Residence Pinklao 
13.809563,100.5911,The Privacy Ladprao - Sena 
13.6616527,100.5027839,The Privacy Pracha Uthit - Suksawat 
13.7146758,100.596756,Happy Place Tower 
13.7837732,100.5860829,Happy Condo Ratchada 18 
13.7053637,100.603417,My Condo Sukhumvit 81 
13.7306175,100.5873542,The Fine Bangkok Thonglor-Ekamai 
13.7802856,100.5436573,Noble ReD 
13.7367197,100.5743657,39 Suites 
13.7135943,100.6330423,A Space Sukhumvit 77 
13.6899423,100.6090431,Quinn Sukhumvit 101 
13.7302247,100.5911809,Casa Viva 
13.6643405,100.6316704,Apool Condo 
13.7235896,100.5670485,Ideal 24 
13.816193,100.610403,Atmoz Ladprao 71 
13.7807266,100.5739968,Quintara MHy’GEN Ratchada - Huai Khwang 
13.7015859,100.5165878,Supalai Lite Sathorn - Charoenrat 
13.7198011,100.543675,Nara 9 by Eastern Star 
13.7771558,100.5792757,Zenith Place at Huay Kwang 
13.7254746,100.5656771,Park Origin Phrom Phong 
13.793889,100.6522032,Lumpini Park Nawamin-Sriburapha 
13.743918,100.581475,J.C. Tower 
13.7497799,100.5620482,The Address Asoke 
13.7908656,100.5461123,The Line Phahol - Pradipat 
13.6894194,100.606993,Whizdom Punnawithi Station 
13.7766602,100.4841333,Commonwealth Pinklao 
13.781167,100.4265082,Lumpini Place Borom Ratchachonni - Pinklao 
13.716011,100.5861231,Zenith Place Sukhumvit 42 
13.6969556,100.4860784,Niche Mono Charoen Nakorn 
13.7455951,100.5494682,Renova Residence Chidlom 
13.758874,100.4777644,The MOST Itsaraphap 
13.6732608,100.6042811,Ideo O2 
13.7186988,100.5268396,Centric Sathorn - Saint Louis 
13.7562167,100.5831479,Supalai Veranda Rama 9 
13.7517198,100.5346821,WISH Signature II Midtown Siam 
13.7067861,100.5930425,The Waterford Sukhumvit 50 
13.7356689,100.581385,Tidy Thonglor 
13.7389692,100.5664384,Circle Sukhumvit 31 
13.7345948,100.6416058,Asakan Place Srinakarin 
13.7061975,100.6013904,Ideo Verve Sukhumvit 
13.7484275,100.5644372,The Esse at Singha Complex 
13.7304444,100.5889567,Oriental Towers 
13.8083965,100.5892683,The Niche ID Ladprao - Wang Hin 
13.691611,100.6028502,Chateau In Town Sukhumvit 62/1 
13.7219052,100.4973608,Ideo Sathorn Wongwianyai 
13.7314281,100.5416984,Lumpini Ville Phahol-Suthisarn 
13.7228714,100.5304913,The Line Sathorn 
13.7230199,100.5511665,Amanta Lumpini 
13.7610355,100.5369713,Rhythm Rangnam 
13.7129237,100.4748763,Altitude Unicorn Sathorn - Tha Phra 
13.6847162,100.604285,Elio Del Ray 
13.8002117,100.5074968,The Tree Rio Bang-Aor 
13.6876896,100.6347091,The Escape 
13.674509,100.653114,The Key Udomsuk 
13.7709801,100.5764704,City Living Ratchada 
13.7509467,100.6362283,Condo U@Huamak Station 
13.7147606,100.5456529,Supreme Ville 
13.9064416,100.525796,Lumpini Ville Chaengwattana 10 
13.7968367,100.5696123,Maestro 19 Ratchada 19 - Vipha 
13.7959049,100.5502041,Ideo Phaholyothin Chatuchak 
13.8243318,100.615383,Thana Place Condominium 
13.834864,100.660707,The Cube Nawamin-Ramintra 
13.7141828,100.433124,The Parkland Phetkasem 56 
13.7101648,100.4788586,The Parkland Ratchada-Thapra 
13.8151186,100.6985277,The Cube Station Ramintra 109 
13.7332183,100.5749953,Walden Sukhumvit 39 
13.7057188,100.5404856,Supreme Elegance 
13.7560778,100.5675752,Nue District R9 
13.7773302,100.5466552,Prom Phaholyothin 2 
13.7128225,100.5825558,Lumpini Place Rama 4-Kluaynamthai 
13.7169978,100.5762807,168 Sukhumvit 36 
13.7666568,100.6327295,HI Ladprao 130 
13.749176,100.5915072,I-House Rama IX-Ekamai 
13.8076305,100.5128462,Chateau In Town Charansanitwong 96/2 
13.6952822,100.494349,Supalai Casa Riva 
13.7151552,100.5947065,The Line Sukhumvit 71 
13.7086559,100.4810945,Lumpini Place Ratchada-Thapra 
13.7325589,100.638565,Vivid Tower 
13.7974943,100.557043,Denim Jatujak 
13.6999565,100.6754809,Prueksa Thani 3 Condotel 
13.7391018,100.5827252,D25 Thonglor 
13.7241712,100.5777011,The Esse Sukhumvit 36 
13.7172604,100.5833686,Noble Ambience Sukhumvit 42 
13.7362211,100.5600514,Le Cote Sukhumvit 14 
13.7337376,100.5851763,La Citta Delre Thonglor 16 
13.7519248,100.5310182,Pyne by Sansiri 
13.7384693,100.5647461,Sukhumvit House 
13.7228197,100.5607517,Lumpini Place Rama4-Ratchadaphisek [Leasehold] 
13.8008846,100.5210126,The Tree Privata 
13.7709237,100.5739604,Chateau in Town Ratchada 10 
13.6863511,100.6358328,The Log 3 Sukhumvit 101 
13.6914426,100.6144617,Green Ville Condo Sukhumvit 101 
13.7304275,100.5228442,Supalai Elite Surawong 
13.6909013,100.5343886,Le Rich Sathorn-Satupradit 
13.8305692,100.5489055,Regent Home 5 Ratchada 19 
13.7205293,100.5030464,The Bangkok Sathorn-Taksin 
13.6658834,100.6529657,The Muve Bangna 
13.706127,100.591049,The Excel Hideaway Sukhumvit 50 
13.7647889,100.6537571,D Condo Ramkhamhaeng 64 
13.7353358,100.5735197,Tristan 
13.730635,100.5731273,The Bangkok Sukhumvit 43 
13.7223625,100.5830633,MODE Sukhumvit 61 
13.7174612,100.6326059,The Iris 
13.7767176,100.5829535,The Seed Ratchada-Huay Kwang 
13.7499551,100.5410581,Grand Diamond Pratunam 
13.7316131,100.5255411,Ideo Chula - Samyan 
13.7483008,100.6053934,The Base Rama 9 - Ramkhamhaeng 
13.7227959,100.5022575,Tourmaline Lite Sathorn-Taksin 
13.7481298,100.5940614,Le Chateau Condo 
13.6898845,100.5045463,The Key Rama 3 
13.7295926,100.5911114,Empire House 
13.6745317,100.5460692,PM Riverside 
13.8906051,100.5620293,Kensington Place 
13.7211433,100.7038376,Lumpini Ville On Nut – Lat Krabang 2 
13.7004217,100.5350258,Lumpini Place Narathiwas 24 
13.9266431,100.584134,Grene Condo Donmuang - Songprapha 
13.7720742,100.6151828,Ma Maison Condo 
13.7395274,100.5484397,All Seasons Mansion 
13.7378043,100.5733144,Yada Residential 
13.7513139,100.5329785,The Address Pathumwan 
13.8562602,100.5478995,Aspire Ngamwongwan 
13.7300667,100.5828666,Walden Thonglor 8 
13.8346238,100.640222,D5 Condo 
13.7362702,100.4256085,D Condo Campus Resort Ratchapruek - Charan 13 
13.7688868,100.4971686,Lumpini Place Rama VIII 
13.795981,100.398237,Green Ville 
13.7317414,100.5714894,Baan Suanpetch 
13.716,100.4461735,The Key MRT Phetkasem 48 
13.7691431,100.5827871,Artisan Ratchada 
13.7142183,100.5928145,The Room Sukhumvit 69 
13.7354039,100.567476,Noble BE33 
13.686257,100.6048679,The Room Sukhumvit 64 
13.7929002,100.5491422,The Signature by URBANO 
13.7458094,100.5418039,President Place 
13.7109241,100.5485986,Resorta Yen-Akat 
13.7530749,100.4704736,Supalai Park Yaek Fai Chai Station 
13.7217301,100.5659746,President Park Sukhumvit 24 
13.7061467,100.5365532,Baan Nonsi 
13.676034,100.6122953,Dolce Udomsuk 
13.7396778,100.5428531,Langsuan Ville 
13.7245002,100.5817138,59 Heritage 
13.7369917,100.5629988,Prasanmitr Condominium 
13.7657858,100.804737,Sena Kith Chalongkrung-Latkrabang 
13.7169153,100.5813701,Ideo Mobi Sukhumvit 40 
13.8284197,100.5790515,Tawanna Residence 2 
13.8530914,100.607211,Lumpini Condo Town Ramindra - Latplakhao 
13.8300461,100.570907,Lumpini Place Ratchayothin 
16.585353,99.4370604,Brown Condo Phahol-Sapan Mai 
13.7740277,100.541475,The Silk Phaholyothin 3 
13.7409131,100.6220428,Monte Rama 9 
13.7390897,100.5406057,Baan Somthavil 
13.738678,100.6056888,Metris Pattanakarn - Ekkamai 
13.7435766,100.548378,Noble Ploenchit 
13.718357,100.5104862,Supakarn Condominium 
13.7140871,100.5044394,Chapter Charoennakorn–Riverside 
13.7500289,100.5765732,I-House Laguna Garden 
13.7315972,100.4728035,The Privacy Thaphra Interchange 
13.6967683,100.5441358,The Star Estate at Narathiwas 
13.7198131,100.4934055,The Rich Sathorn - Taksin 
13.7106502,100.3963652,Fuse Sense 
13.7303733,100.6997389,Dcondo Onnut-Rama 9 
13.7956262,100.4504588,Kacha Puri Condominium 
13.7170792,100.479118,Life Sathorn Sierra 
13.7108744,100.5095152,Chatrium Residence Riverside 
13.7019671,100.5003048,River Heaven 
13.7176942,100.5084304,The Fine at River 
13.8801866,100.5865135,Plum Condo Mix Chaengwattana 
13.7362997,100.5141991,Condo One Soho 
13.8210272,100.5885632,Chateau In Town Ratchada 36 
13.7198131,100.4934055,Rich Sathorn-Taksin 
13.8406566,100.5871968,Chewathai Kaset - Nawamin 
13.7391187,100.5425999,Q Langsuan 
13.7396459,100.5411259,The Rajdamri [Leasehold] 
13.725069,100.5647489,Aguston Sukhumvit 22 
13.7363038,100.5845552,Noble Ora 
13.7199652,100.4926957,TEAL Sathorn-Taksin 
13.7447545,100.5675927,Kiarti Thanee City Mansion 
13.7197651,100.5978413,Fragrant 71 
13.7824973,100.614025,Tara Ruen Ake 
13.6849885,100.6022023,The Link Vano Sukhumvit 64 
13.7172296,100.589152,Life @ Sukhumvit 65 
13.674997,100.5325454,U Delight Residence Riverfront Rama 3 
13.7290231,100.5893039,La Cascade 
13.7825776,100.5460931,Adamas Phahonyotin 
13.6644036,100.6089896,The Excel Hideaway Lasalle 11 
13.8535619,100.6360802,D Condo Ramindra 
13.75926,100.585928,N.T. House 
13.7089754,100.5329979,The Bangkok Narathiwas 
13.7425846,100.5416917,The Royal Maneeya 
13.798701,100.6204433,The Unique Ekamai-Ramintra 
13.7182207,100.5779606,38 Mansion 
13.733533,100.5604201,The Lakes 
13.6649125,100.6036429,Ideo Mobi Sukhumvit East Point 
13.7184072,100.5876468,The Lofts Ekkamai 
13.7221556,100.5818325,Hyde Heritage Thonglor 
13.7630933,100.5683282,Ivy Ampio 
13.778949,100.4870387,Thana Astoria 
13.8257977,100.5765065,Life at Ratchada Condominium 
13.6437612,100.6382071,The Cube Loft Nuanchan 
13.7873281,100.5725092,The Kris Extra 4 
13.8158902,100.5629085,Life Ladprao Valley 
13.7189198,100.5091397,Baan Sathorn Chaophraya 
13.7631659,100.5691682,Noble Revolve Ratchada 
13.719922,100.493973,Reference Sathorn - Wongwianyai 
13.7345948,100.6416058,Asakan Place Ramkhamhaeng 
13.8307861,100.5615926,Supalai Park Ratchayothin 
13.7137768,100.599139,Vista Garden 
13.7625764,100.641799,The Tree Hua-Mak 
13.7134954,100.4763057,Casa Condo Ratchada-Ratchaphruek 
13.7144102,100.4068293,The President Petchkasem-Bangkhae 
13.7557494,100.5632598,The Line Asoke - Ratchada 
13.7345073,100.5559316,Lake Green Condominium 
13.8961767,100.5707229,Maison Garden Chaeng Watthana 
13.7409337,100.5645155,Prestige Towers 
13.778345,100.5865642,Metha Place at Ratchada 
13.7717325,100.4594002,Dcondo Tann-Charan 
13.7559731,100.5608889,Supalai Park Asoke-Ratchada 
13.704998,100.601818,The President Sukhumvit 81 
13.7398341,100.5399872,The Residences at The St. Regis Bangkok [Leasehold] 
13.7159873,100.4729263,Metro Sky Wutthakat 
13.720924,100.5885384,Penthouse Condominium 3 
13.7314468,100.570686,The Diplomat 39 
13.7449562,100.5728837,Supalai Oriental Sukhumvit 39 
13.721926,100.584844,Noble Reveal 
13.7182768,100.5492522,Condolette Pixel Sathorn 
13.732757,100.524612,The Nest Chula-Samyan 
13.8263064,100.5920262,CHAMBERS CHAAN Ladprao - Wanghin 
13.6891428,100.6187266,The Green 3 at Sukhumvit 101 
13.6705973,100.6245601,The Teak Bangna-Trad 
13.7230401,100.5789576,Von Napa Sukhumvit 38 
13.8882347,100.6044701,The Base Saphanmai 
13.7861742,100.5491143,Na Veera Phahol-Ari 
13.7204768,100.5285126,Sky Villas Sathorn [Leasehold] 
13.7581683,100.647812,Fak Khao Pode 
13.740178,100.5780646,Downtown 49 
13.8110064,100.7336949,The Origin Ram 209 Interchange 
13.7165788,100.4810698,The Parkland Taksin-Thapra 
13.7560161,100.5638745,Ashton Asoke - Rama 9 
13.7921976,100.5757968,Chateau In Town Ratchada 20 
13.7111245,100.6039016,U Delight at Onnut Station 
13.6883699,100.5141227,Canapaya Residences 
13.8068134,100.5195996,333 Riverside 
13.7209856,100.4913376,Phayapirom Regent Taksin-Sathorn 
13.871414,100.602617,Lumpini Place Ramintra-Laksi 
13.7150025,100.6024219,Mori Haus 
13.6713794,100.4597137,Plum Condo Rama 2 
13.6810334,100.610778,City Home Sukhumvit 
13.8751834,100.5569053,Baan Suan Chaengwattana 
13.743144,100.5617274,The Esse Asoke 
13.7336085,100.5871933,XT Ekkamai 
13.8051986,100.5699185,Levo Ladprao 18 Project 1 
13.7760975,100.4853162,Life Pinklao 
13.7397232,100.5516758,Focus Ploenchit 
13.7276127,100.5347752,Silom Condominium 
13.7880464,100.5531323,Haven Luxe 
13.7542339,100.532731,Villa Rachatewi 
13.8115641,100.7152804,Esta Bliss Condo 
13.7600705,100.5691948,Belle Grand Rama 9 
13.7262701,100.5696282,Kraam Sukhumvit 26 
13.7177547,100.5853457,Rhythm Sukhumvit 42 
13.8060926,100.5701636,Modiz Ladprao 18 
13.8393604,100.5824567,Kave Seed Kaset 
13.7198288,100.5905244,Penthouse Condominium 
13.8354869,100.5807001,Condo U Ratchayothin 
13.7450639,100.5493803,O2 Hip Condo 
13.7051847,100.6035122,Chambers On-Nut Station 
16.585353,99.4370604,Supalai Park Phaholyothin 
13.7363594,100.7446371,Airlink Residence 
13.7210773,100.4585116,The President Sathorn-Ratchaphruek 
13.6883484,100.4923825,Ivy River 
13.8296031,100.5725952,Chateau In Town Major Ratchayothin 
13.686006,100.6089421,Chateau in Town Sukhumvit 64 
13.7141116,100.4682071,The Key Wutthakat 
13.7595365,100.5416344,Ideo Mobi Rangnam 
13.74716,100.5559817,Liberty Park 2 
13.7568954,100.5602198,A Space Asoke-Ratchada 
13.7174698,100.6025715,NIA By Sansiri 
13.6625748,100.6174501,The Origin Sukhumvit 105 
13.7345461,100.5786682,Grand Heritage Thonglor 
13.7857077,100.4905904,Origin Plug & Play Sirindhorn Station 
13.7503964,100.587428,KALM Penthouse 
13.7712278,100.6296844,City Villa 
13.7665526,100.5813377,Supalai Wellington 2 
13.7803364,100.5755896,XT Huaikhwang 
13.661717,100.6240461,Lumpini Ville Lasalle-Barring 
13.7558641,100.4749254,D BURA Pran Nok 
13.7495025,100.5563704,Circle Condominium 
13.7417189,100.5646919,Liberty Park 1 
13.7779571,100.5425685,Centric Ari Station 
13.7276827,100.5754737,Aequa Sukhumvit 49 
13.7112545,100.4793489,Supalai Loft@Talat Phlu Station 
13.7571301,100.5394347,Supalai Elite Phayathai 
13.7218616,100.5048338,Bangkok Feliz Sathorn-Taksin 
13.7220699,100.5822722,Fullerton Sukhumvit 
13.7829619,100.5745872,Life Ratchadapisek 
13.8019937,100.6081587,My Story Ladprao 71 
13.767607,100.5988126,Than Living 
13.8051116,100.5708534,LIB Ladprao 20 
13.7418858,100.5443833,Na Vara Residence 
13.7819004,100.6730166,Unio Ramkhamhaeng-Serithai 
13.825033,100.5666365,Knightsbridge Space Ratchayothin 
13.728202,100.5650291,Wilshire 
13.7111778,100.6024961,The Base Park East Sukhumvit 77 
13.7571799,100.5388236,XT Phayathai 
13.7242843,100.5771389,Noble Remix 
13.7046437,100.6015989,Siri At Sukhumvit 
13.7253562,100.5381887,Saladaeng Residences 
13.7872673,100.6140352,Clover Ladprao 83 
13.725035,100.546469,Lumpini Park View 
13.8195993,100.5320871,Regent Home Bangson 28 
13.7915439,100.5921845,The Excel Ladprao-Sutthisan 
13.7283364,100.477903,The Parkland Phetkasem - Thapra 
13.7908635,100.5761814,Ivy Ratchada 
13.8353119,100.6661869,The Origin Ramintra 83 Station 
13.7480719,100.544804,Somkid Place 
13.6644036,100.6089896,The Excel LaSalle 17 
13.7310122,100.5870134,M Thonglor 10 
13.7356202,100.5746744,The Amethyst Sukhumvit 39 
13.698831,100.6145264,Regent Home Sukhumvit 97/1 
13.7273052,100.5105012,Magnolias Waterfront Residences 
13.7118424,100.5804917,Metro Luxe Rama 4 
13.7165609,100.5850118,Wyndham Garden Residence Sukhumvit 42 
13.7482313,100.5589438,The Peak Sukhumvit 15 
13.7302826,100.5759086,Via 49 
13.7422088,100.5834987,W 8 Thonglor 25 
13.7439846,100.6304333,S1 Rama 9 Condominium 
13.7971908,100.5584704,Lumpini Park Vibhavadi - Chatuchak 
13.7475136,100.5449048,The Park Chidlom 
13.7244973,100.6228466,Royal Castle Pattanakarn 
13.7202495,100.5026715,Ideo Mobi Sathorn 
13.7169465,100.533536,Knightsbridge Prime Sathorn 
13.8090914,100.5678597,The Issara Ladprao 
13.7406996,100.5734776,The Teak Sukhumvit 39 
13.7343734,100.5720102,Royal Castle 
13.7510946,100.5985363,Rise Rama 9 
13.6899487,100.6041093,The Light Newyork 
13.729461,100.5760068,49 Suite 
13.7129294,100.4658123,The Key Sathorn-Ratchapruek 
13.6795631,100.6242603,The Excel Udomsuk 
13.7834711,100.6730551,Lumpini Condotown Nida-Sereethai 2 
13.6728815,100.6370031,Lumpini Place Bangna Km.3 
13.7403573,100.566057,Royce Private Residences 
13.7416567,100.5621259,Asoke Place 
13.7315931,100.5846804,Park Origin Thonglor 
13.8894106,100.5751331,Motive Condo Chaengwattana 
13.7554657,100.5328544,Phayathai​ Plaza​ 
13.7369818,100.5752348,Prime Mansion Promsri 
13.6787801,100.6160598,Elio Del Nest 
13.8296482,100.5334624,Centric Scene Ratchavipha 
13.6967948,100.5326433,Lumpini Place Ratchada-Sathu 
13.7555608,100.4809951,Aroon Condominium 
13.7061192,100.5305541,Fuse Chan - Sathorn 
13.7720954,100.5715785,Groove Muse Ratchada 7 
13.7407514,100.5998087,The Tree Sukhumvit 71-Ekamai 
13.7116738,100.615075,Baan Chom Dao 
13.7392802,100.6036201,The Leaf 
13.7702655,100.5292865,Rama VI Mansion 
13.7742327,100.4846279,Thana Tri 
13.8254768,100.5451453,Regent Home 6 Prachacheun 
13.7891153,100.5523045,Sense Phaholyothin 
13.7235018,100.6042409,The Pillar 
13.7250689,100.5331296,Condolette Light Convent 
13.7087572,100.451565,Metro Park Sathorn Phase 1 
13.747028,100.541019,Pandao Place 
13.659996,100.427458,Smart Condo at Rama 2 
13.7899222,100.5910033,Dsign Ratchada 
13.7268313,100.5833307,Regent On The Park 2 
13.734833,100.5569594,Venio Sukhumvit 10 
13.6963243,100.5446661,The Breeze Narathiwas 
13.727788,100.5245627,The Surawong 
13.7025876,100.5939415,The Roof Garden Onnut 
13.7117596,100.607285,Lumpini Ville Sukhumvit 77-2 
13.7556507,100.5658479,Ideo Mobi Rama 9 
13.7415723,100.5669196,FYNN Sukhumvit 31 
13.6870645,100.6059733,Mayfair Place Sukhumvit 64 
13.7220498,100.4958744,Ideo Blucove Sathorn 
13.7418908,100.5438562,Sindhorn Lumpini (Langsuan) 
13.837108,100.5835053,D'Mura Phahol - Kaset 
13.7271421,100.527213,M Silom 
13.8402715,100.579749,Supalai Park Kaset 
13.714273,100.5932149,Le Luk Condominium 
13.7210801,100.5259034,Anil Sathorn 12 
13.7514148,100.5280989,Wish @ Siam 
13.767109,100.7353351,Khaha Rom Klao 
13.7369466,100.543675,Baan Ploenchit 
13.7212221,100.5776805,Plus 38 Hip 
13.7696872,100.5699795,Srivara Mansion 
13.7543879,100.5610206,The Mark Ratchada-Airport Link 
13.7348503,100.5410169,Klass Sarasin-Rajdamri 
13.7593079,100.6173797,Modiz Rhyme Ramkhamhaeng 
13.7294285,100.5842332,The Reserve Sukhumvit 61 
13.706596,100.5981059,The Link Sukhumvit 50 
13.7402135,100.5409369,Hansar Rajdamri 
13.7618974,100.6409042,Lumpini Ville Ramkhamhaeng 44 
13.66544,100.4329908,Serrano Condominium Rama II 
13.7253983,100.5709905,The Seed Musee 
13.7406347,100.5491501,Maestro 02 Ruamrudee 
13.7248535,100.5766336,Keyne 
13.8121895,100.5208307,Chapter One Shine Bang Po 
13.7277475,100.5358725,Silom Grand Terrace 
13.67555,100.51712,Chapter One Ratburana 33 
13.7806953,100.4754048,Lumpini Park Pinklao 
13.7317104,100.5615789,Lake Avenue Sukhumvit 16 
13.7322117,100.5836522,Hampton Thonglor 10 
13.6842783,100.488207,Lumpini Ville Suksawat - Rama 2 
13.7498789,100.6123191,Tempo One Ramkamhaeng-Rama 9 
13.7290712,100.4944376,Supalai Loft Prajadhipok - Wongwian Yai 
13.7002013,100.6084678,Regent Home 19 Sukhumvit 93 
13.7036259,100.5992739,The Next Garden Suite 
13.7225918,100.5337768,125 Sathorn 
13.8019564,100.5750056,Nue Noble Ratchada - Lat Phrao 
13.7484203,100.588792,Brighton Place 
13.7504549,100.5388587,The Platinum 
13.8109413,100.5644743,Metris Ladprao 
13.7401562,100.5799573,Villa Sikhara 
13.7842112,100.5726318,Metro Luxe Ratchada 
13.7000419,100.5357145,Condo One X Sathorn-Narathiwat 
13.8141352,100.5636973,Exclusive Place 
13.6757253,100.6040945,Regent Home 7/2 Sukhumvit 
13.7413804,100.5493226,Athenee Residence 
13.7528406,100.5338483,Ideo Q Ratchathewi 
13.7819633,100.5433453,Noble Reflex 
13.7108213,100.3829924,Lumpini Park Phetkasem 98 
13.7206227,100.7184673,IRIS Avenue 
13.7121525,100.5886928,Siamese Exclusive 42 
13.7827372,100.5416299,Centurion Park 
13.7530501,100.5308926,Condolette Ize Ratchathewi 
13.7393408,100.568385,Via 31 
13.7187931,100.5328196,Rhythm Sathorn - Narathiwas 
13.7568954,100.5602198,A Space ID Asoke-Ratchada 
13.7394659,100.5673882,Prime Mansion Sukhumvit 31 
13.6869795,100.5159216,Riverside Villa Condominium 2 
13.7351453,100.5852058,Thonglor Tower 
13.8103086,100.5652324,The Light Ladprao 
13.737262,100.4341806,Lumpini Ville Ratchaphruek - Bang Waek 
13.855979,100.5849928,CIELA Sripatum 
13.7072953,100.4965461,Supalai River Resort 
13.8459804,100.5793836,The Key Phahonyothin 
13.7625375,100.5916797,Leticia Rama 9 
13.7186343,100.5127848,The Rich Sathorn Wongwian Yai 
13.8491478,100.6051243,Lumpini Condo Town Raminthra-Latplakhao 2 
13.7919325,100.5587609,Royal Tower 3 
13.7839954,100.4963643,Urbano Rajavithi 
13.7751564,100.5716087,Emerald Residence Ratchada 
13.7892472,100.5640014,Fuse Miti Ratchada-Sutthisan 
13.7139359,100.4410086,Bangkok Horizon Ratchada-Thapra 
13.8120179,100.6196136,I-Zen Ekamai-Ramindra 
13.736971,100.5499443,Navin Court 
13.7221183,100.5170773,Nusa State Tower Condominium 
13.8630567,100.6162151,Premio Fresco 
13.8114208,100.5605648,The Saint Residences 
