lat,lng,property_name,trainstation_name,trainstation_lat,trainstation_lng,subway_station_name,subway_station_lat,subway_station_lng,subway_station_distance_meter,train_station_distance_meter
13.7974069,100.5646865,Prasertsuk Place,Sutthisan MRT Station,13.7898476,100.5741786,Ratchadaphisek,13.7991493,100.5746134,1266,2270
13.7727781,100.5800942,U Delight at Huay Kwang Station,Sutthisan MRT Station,13.7898476,100.5741786,Huai Khwang,13.7785142,100.5736451,1558,2811
13.8201492,100.5841919,Prompto Condo Ratchada 32,Sutthisan MRT Station,13.7898476,100.5741786,N/A,"","",null,4250
13.9271835,100.5831102,Happy Condo Laksi-Donmuang,Don Mueang Station,13.9150261,100.5979846,N/A,"","",null,3633
13.7786718,100.5273428,Supavadee Tower,Sam Sen,13.77945,100.53003,N/A,"","",null,926
13.7356367,100.5577985,Circle rein Sukhumvit 12,Asoke,13.749458,100.5638356,Asok,13.7370587,100.5603061,607,2104
13.7353925,100.5392841,185 Rajadamri,Silom MRT Station,13.7293606,100.5378782,Ratchadamri,13.73945,100.53944,464,750
13.8183518,100.535954,Supalai Veranda Ratchavipha - Prachachuen,Nikhom Rotphai Khomo Sip-Et,13.82445,100.54854,Bang Son,13.8202164,100.5325217,764,3095
13.7594567,100.5317072,The Address Phayathai,Phaya Thai,13.7567379,100.5348422,Victory Monument,13.762793,100.537085,912,565
13.7237462,100.5235033,The Treasure Silom,Silom MRT Station,13.7293606,100.5378782,Surasak,13.719228,100.5215297,756,1842
13.73916,100.447973,Dcondo Campus Resort Ratchapruek-Charan 13,Jaran Sanitwong,13.7633685,100.4724368,Bang Wa,13.7203785,100.4571807,2536,6196
13.7228553,100.5057084,The River by Raimon Land,Wongwian Yai,13.7246069,100.4919321,Krung Thonburi (Golden Line),13.721103,100.503684,555,1875
13.72266,100.5660665,The Lumpini 24,Mae Nam Railway Station,13.7139353,100.5536168,Queen Sirikit National Convention Centre,13.7231519,100.5601019,1172,2132
13.8146274,100.6216479,Noble Create,Sutthisan MRT Station,13.7898476,100.5741786,N/A,"","",null,7364
13.747801,100.557279,Beverly Tower Condo,Makkasan,13.7511902,100.5607675,Makkasan,13.7510295,100.5612129,2359,2321
13.6819936,100.6230419,IKON Udomsuk,Hua Mak,13.7381496,100.6401853,Udom Suk,13.6799216,100.6094882,2096,8924
13.7454902,100.5455543,New House Condo,Makkasan,13.7536699,100.547394,Chit Lom,13.7440937,100.5430647,450,1223
13.7399712,100.6442666,Bliz Condominium Rama 9 - Hua Mak,Hua Mak,13.73805,100.6454302,Huamark,13.7380459,100.6451813,289,311
13.7218367,100.49796,Nye by Sansiri,Wongwian Yai,13.7246069,100.4919321,Krung Thon Buri,13.72085,100.50272,697,925
13.727973,100.5607914,Voque Sukhumvit 16,Mae Nam Railway Station,13.7139353,100.5536168,Queen Sirikit National Convention Centre,13.7231519,100.5601019,1004,2207
13.754429,100.5641084,Rhythm Asoke,Makkasan,13.7508355,100.5613375,สถานีพระราม 9,13.75723,100.565112,385,949
13.71272,100.4994261,Master View Executive Place,Wongwian Yai,13.7246069,100.4919321,Krung Thon Buri,13.72085,100.50272,1555,2324
13.7486926,100.5492755,Wittayu Complex,Makkasan,13.7536699,100.547394,Chit Lom,13.7440937,100.5430647,1217,1072
13.7810329,100.5411494,The Fine by Fine Home Ari 4,Sam Sen,13.77945,100.53003,Ari,13.779689,100.544646,730,2456
13.8328796,100.5723097,Lumpini Park Phahon 32,Bang Khen,13.8469567,100.5607095,Phahon Yothin,13.8142366,100.5601484,2563,3384
13.8301483,100.5645369,Sarin Place,Nikhom Rotphai Khomo Sip-Et,13.82445,100.54854,Phahon Yothin,13.8142366,100.5601484,2432,3698
13.7327318,100.5094222,Baan Chaopraya Condo,Bangkok Train Station,13.7393362,100.5167954,Hua Lamphong,13.7378472,100.5171723,2003,2023
13.6785478,100.6085477,Ideo Blucove Sukhumvit,Mae Nam Railway Station,13.7139353,100.5536168,Udom Suk,13.6799216,100.6094882,205,9592
13.7440432,100.5723345,Mano Tower,Asoke,13.749458,100.5638356,Phetchaburi,13.7487037,100.5631241,1492,1519
13.7347952,100.5622594,Citi Smart Condominium,Asoke,13.749458,100.5638356,Asok,13.7370587,100.5603061,472,1753
13.7377059,100.5746658,Vincente Sukhumvit 49,Asoke,13.749458,100.5638356,Phrom Phong,13.73042,100.5697,1276,2894
13.7369789,100.5561228,Siri On 8,Asoke,13.749458,100.5638356,Nana,13.740523,100.555434,484,2400
13.7550791,100.4692286,NUE Noble Fai Chai - Wang Lang,Jaran Sanitwong,13.7633685,100.4724368,Fai Chai,13.7550791,100.4692286,0,2024
13.7312776,100.5784256,Raintree Villa,Khlong Tan,13.744097,100.5896845,Phrom Phong,13.73042,100.5697,1769,2503
13.7821552,100.571111,Chateau In Town Ratchada 13,Sutthisan MRT Station,13.7898476,100.5741786,Huai Khwang,13.7785142,100.5736451,748,1137
13.7200454,100.5323175,Narathorn Place,Silom MRT Station,13.7293606,100.5378782,Sala Daeng BTS Station,13.7284782,100.5341135,1838,1867
13.700012,100.5380374,Lumpini Place Water Cliff,Mae Nam Railway Station,13.7139353,100.5536168,Surasak,13.719228,100.5215297,4187,3049
13.7215582,100.5042718,Villa Sathorn,Wongwian Yai,13.7246069,100.4919321,Krung Thonburi (Golden Line),13.721103,100.503684,211,1665
13.8065121,100.5732224,Atmoz Ladphrao 15,Sutthisan MRT Station,13.7898476,100.5741786,Lat Phrao,13.8061019,100.5736521,63,2008
13.7129047,100.5836078,Aspire Sukhumvit-Rama 4,Mae Nam Railway Station,13.7139353,100.5536168,Ekkamai,13.7195166,100.5851075,789,3890
13.7521551,100.533363,The Line Ratchathewi,Phaya Thai,13.7567379,100.5348422,Ratchathewi,13.7519875,100.5315773,375,839
13.7114447,100.5435652,Baan Yen Akard,Mae Nam Railway Station,13.7139353,100.5536168,Lumphini,13.7257642,100.5456664,2157,1992
13.7442438,100.5584132,The Concord,Makkasan,13.7508355,100.5613375,Nana,13.740523,100.555434,820,1871
13.8100577,100.5601512,The Privacy Jatujak,Nikhom Rotphai Khomo Sip-Et,13.82445,100.54854,Phahon Yothin,13.8142366,100.5601484,1341,3710
13.798107,100.5560948,U Delight at Jatujak Station,Krung Thep Aphiwat Central Terminal Station (Bang Sue Grand Station),13.80369,100.54227,Chatuchak Park,13.8024559,100.5537385,1218,3226
13.744178,100.575319,The Niche Sukhumvit 49,Asoke,13.749458,100.5638356,Phetchaburi,13.7487037,100.5631241,3602,3678
13.7421117,100.563503,Century Heights,Asoke,13.749458,100.5638356,Sukhumvit,13.7385266,100.5614475,577,1010
13.7383449,100.5464055,Oriental Residence Bangkok [Leasehold],Silom MRT Station,13.7293606,100.5378782,Chit Lom,13.7440937,100.5430647,1078,1624
13.7603365,100.6280175,Supalai Veranda Ramkhamhaeng,หจก.โชคพัฒนายุทธ,13.759029,100.616322,N/A,"","",null,1386
13.7853509,100.5498366,Baxtor Phaholyothin 14,Pra Dipat,13.7927974,100.5355815,Ari,13.779689,100.544646,1271,2234
13.7286241,100.5855361,Impression Ekkamai,Khlong Tan,13.744097,100.5896845,Ekkamai,13.7195166,100.5851075,1081,1973
13.7077171,100.5983184,Zenithar Penthouse Sukhumvit,Sukhumvit 71,13.7429334,100.6004022,On Nut,13.7056546,100.6010035,591,5504
13.7487206,100.5678957,The Parkland Grand Asoke-Phetchaburi,Asoke,13.749458,100.5638356,Phetchaburi,13.7487037,100.5631241,545,544
13.744825,100.5838861,The Niche Pride Thonglor-Phetchaburi,Khlong Tan,13.744097,100.5896845,Ramkhamhaeng,13.7429925,100.6001474,1910,762
13.7292294,100.5660739,The Crest Sukhumvit 24,Mae Nam Railway Station,13.7139353,100.5536168,Phrom Phong,13.73042,100.5697,619,3098
13.7318854,100.5038352,FLO by Sansiri,Wongwian Yai,13.7246069,100.4919321,Krung Thonburi (Golden Line),13.721103,100.503684,2241,1793
13.8198614,100.5683407,La Maison Phaholyothin 24,Nikhom Rotphai Khomo Sip-Et,13.82445,100.54854,Phahon Yothin,13.8142366,100.5601484,1530,4068
13.7387627,100.5412306,Baan Rajprasong [Leasehold],Silom MRT Station,13.7293606,100.5378782,Ratchadamri,13.73945,100.53944,465,1322
13.7587391,100.4696495,The Tree Charan 30,Jaran Sanitwong,13.7633685,100.4724368,Fai Chai,13.7550791,100.4692286,501,1630
13.7890555,100.6277865,Plum Condo Ladprao 101,หจก.โชคพัฒนายุทธ,13.759029,100.616322,N/A,"","",null,5088
13.7476006,100.6422316,The One Plus Srinakarin,Hua Mak,13.7381496,100.6401853,Huamark,13.7380459,100.6451813,2364,2156
13.8176369,100.5325927,U Delight Bangson Station,Bang Sue,13.8043718,100.5399431,Bang Son,13.8202164,100.5325217,293,2466
13.7447138,100.5671284,Prime Mansion One,Asoke,13.749458,100.5638356,Phetchaburi,13.7487037,100.5631241,1186,1262
13.7353021,100.5403038,Noble Ambience Sarasin,Silom MRT Station,13.7293606,100.5378782,Ratchadamri,13.73945,100.53944,832,883
13.8284612,100.5273827,The Parkland Ratchada - Wongsawang,Yaek Tiwanon,13.8396237,100.5148383,Wong Sawang,13.8298595,100.5264979,214,1878
13.9594665,100.625421,Pluksa Thani Fifth Condotel,Grand Canal,13.95354,100.60723,N/A,"","",null,2894
13.7250946,100.5686699,Condo One X Sukhumvit 26,Mae Nam Railway Station,13.7139353,100.5536168,Phrom Phong,13.73042,100.5697,785,2977
13.6904149,100.5049008,Lumpini Place Rama III-Riverview,Wongwian Yai,13.7246069,100.4919321,N/A,"","",null,5041
13.7130193,100.6000635,The Base Park West Sukhumvit 77,Sukhumvit 71,13.7429334,100.6004022,On Nut,13.7056546,100.6010035,1165,6059
13.7234099,100.5445024,The Shade Condo Sathorn 1,Silom MRT Station,13.7293606,100.5378782,Lumphini,13.7257642,100.5456664,668,1324
13.6798304,100.6241739,The Series Udomsuk,Hua Mak,13.7381496,100.6401853,Udom Suk,13.6799216,100.6094882,1965,9193
13.775175,100.4810918,Lumpini Place Pinklao 1,Jaran Sanitwong,13.7633685,100.4724368,Bang Yi Khan,13.7774358,100.4852436,847,1893
13.7538603,100.529565,Maestro 12,Phaya Thai,13.7567379,100.5348422,Ratchathewi,13.7519875,100.5315773,388,851
13.8013155,100.5812408,The Raffles,Sutthisan MRT Station,13.7898476,100.5741786,Ratchadaphisek,13.7991493,100.5746134,1557,2013
13.776648,100.5824604,Samran Mansion,Sutthisan MRT Station,13.7898476,100.5741786,Huai Khwang,13.7785142,100.5736451,1230,2484
13.8792866,100.5979326,Knightsbridge​ Phaholyothin​ - Interchange​,Lak Si Station,13.8862308,100.5818596,N/A,"","",null,2621
13.7346385,100.5506555,Noble Above Wireless Ruamrudee,Silom MRT Station,13.7293606,100.5378782,Nana,13.740523,100.555434,1743,2564
13.7247389,100.5833316,SOCIO Reference 61,Khlong Tan,13.744097,100.5896845,Ekkamai,13.7195166,100.5851075,742,3439
13.7873112,100.5461025,Harmony Living Paholyothin 11,Pra Dipat,13.7927974,100.5355815,Saphan Khwai BTS Station,13.7937663,100.5497095,942,1560
13.8303234,100.5697366,The Seed Terre Ratchayothin,Bang Khen,13.8469567,100.5607095,Phahon Yothin,13.8142366,100.5601484,2121,3187
13.7323949,100.5096359,Banyan Tree Residences Riverside Bangkok,Bangkok Train Station,13.7393362,100.5167954,Hua Lamphong,13.7378472,100.5171723,2104,2125
13.6765615,100.6031484,Beyond Sukhumvit,Mae Nam Railway Station,13.7139353,100.5536168,Udom Suk,13.6799216,100.6094882,1410,9393
13.7173676,100.5762858,Vtara Sukhumvit 36,Mae Nam Railway Station,13.7139353,100.5536168,Ekkamai,13.7195166,100.5851075,1701,3259
13.7067775,100.6233339,Eastwood Park,Hua Mak,13.7381496,100.6401853,Bang Chak,13.696738,100.605321,4106,5569
13.75479,100.5260011,Supalai Premier Ratchathewi,Urupong,13.7567165,100.5208059,Ratchathewi,13.7519875,100.5315773,789,625
13.726177,100.5679592,Baan Siri 24,Mae Nam Railway Station,13.7139353,100.5536168,Phrom Phong,13.73042,100.5697,624,2569
13.7613896,100.6372125,Niche Mono Ramkhamhaeng,หจก.โชคพัฒนายุทธ,13.759029,100.616322,Huamark,13.7380459,100.6451813,3806,2379
13.7508749,100.5292931,Maestro 14 Siam - Ratchathewi,Phaya Thai,13.7567379,100.5348422,Ratchathewi,13.7519875,100.5315773,492,1095
13.7872084,100.5770531,Maxxi Prime Ratchada - Sutthisan,Sutthisan MRT Station,13.7898476,100.5741786,Sutthisan,13.7897417,100.5742012,587,621
13.7909369,100.5746579,Life at Ratchada - Suthisan,Sutthisan MRT Station,13.7898476,100.5741786,Sutthisan,13.7897417,100.5742012,136,132
13.7539429,100.564297,Chewathai Residence Asoke,Makkasan,13.7508355,100.5613375,สถานีพระราม 9,13.75723,100.565112,391,834
13.722577,100.5878911,Click Condo Sukhumvit 65,Khlong Tan,13.744097,100.5896845,Ekkamai,13.7195166,100.5851075,1092,3452
13.7423267,100.5414647,Magnolias Ratchadamri Boulevard [Leasehold],Ratchaprarop,13.7550222,100.5421223,Chit Lom,13.7440937,100.5430647,680,1625
13.7436397,100.5564011,Hyde Sukhumvit 11,Makkasan,13.7508355,100.5613375,Nana,13.740523,100.555434,490,2234
13.757179,100.535399,Noble Revent,Phaya Thai,13.7567379,100.5348422,Victory Monument,13.762793,100.537085,849,389
13.7806789,100.5433195,Aree Place Phahonyothin,Sam Sen,13.77945,100.53003,Ari,13.779689,100.544646,403,2215
13.8252974,100.6306672,Baan Navatara,Sutthisan MRT Station,13.7898476,100.5741786,N/A,"","",null,10031
13.7518203,100.5797896,Garden Asoke - Rama 9,Khlong Tan,13.744097,100.5896845,Phra Ram 9,13.7579217,100.5655678,2329,2741
13.7436,100.5671864,Q Prasarnmit,Asoke,13.749458,100.5638356,Phetchaburi,13.7487037,100.5631241,1068,1145
13.8167455,100.5493011,Bangkok Feliz Major Ratchayothin,Nikhom Rotphai Khomo Sip-Et,13.82445,100.54854,Phahon Yothin,13.8142366,100.5601484,3295,1976
13.7405995,100.5708083,D.S. Tower 2 Sukhumvit 39,Asoke,13.749458,100.5638356,Sukhumvit,13.7385266,100.5614475,2130,1863
13.7441683,100.585446,Thru Thonglor,Khlong Tan,13.744097,100.5896845,Ramkhamhaeng,13.7429925,100.6001474,1747,598
13.785965,100.5491769,Chateau In Town Phaholyothin 14,Pra Dipat,13.7927974,100.5355815,Ari,13.779689,100.544646,1126,2088
13.7166067,100.5469219,Baan Siriyenakat,Mae Nam Railway Station,13.7139353,100.5536168,Khlong Toei,13.7222992,100.5539149,1351,1362
13.7408068,100.5724307,The Cadogan Private Residences,Asoke,13.749458,100.5638356,Phrom Phong,13.73042,100.5697,1348,1934
13.7240534,100.5328339,Pearl Garden,Silom MRT Station,13.7293606,100.5378782,Sala Daeng BTS Station,13.7284782,100.5341135,1277,1366
13.7107766,100.5198909,Blossom Condo @ Sathorn-Charoenrat,Silom MRT Station,13.7293606,100.5378782,Surasak,13.719228,100.5215297,1108,3648
13.7520356,100.5328073,Baan Klang Krung Siam-Pathumwan,Phaya Thai,13.7567379,100.5348422,Ratchathewi,13.7519875,100.5315773,342,1065
13.7471842,100.5516062,Park Ploenchit,Makkasan,13.7536699,100.547394,Nana,13.740523,100.555434,1056,1618
13.7438425,100.556695,The Prime 11,Makkasan,13.7508355,100.5613375,Nana,13.740523,100.555434,515,2209
13.7147829,100.6052066,Kawa Haus,Sukhumvit 71,13.7429334,100.6004022,On Nut,13.7056546,100.6010035,1760,5556
13.7549076,100.6262758,Inspire Place ABAC-Rama IX,หจก.โชคพัฒนายุทธ,13.759029,100.616322,Huamark,13.7380459,100.6451813,3683,1700
13.7492755,100.6364844,Cocoon Rama 9,Hua Mak,13.7381496,100.6401853,Huamark,13.7380459,100.6451813,2194,1916
13.7310507,100.5744109,S47 Sukhumvit,Khlong Tan,13.744097,100.5896845,Phrom Phong,13.73042,100.5697,1047,3971
13.7287338,100.5156846,The Room Charoenkrung 30,Bangkok Train Station,13.7393362,100.5167954,Hua Lamphong,13.7378472,100.5171723,1214,1231
13.7741204,100.569539,Baan Klang Krung Resort (Ratchada 7),Sutthisan MRT Station,13.7898476,100.5741786,Huai Khwang,13.7785142,100.5736451,1081,2356
13.7095041,100.4962305,Tridhos City Marina,Wongwian Yai,13.7246069,100.4919321,N/A,"","",null,2366
13.7272462,100.5345479,Silom Terrace,Silom MRT Station,13.7293606,100.5378782,Sala Daeng BTS Station,13.7284782,100.5341135,741,607
13.7310271,100.5827292,Le Cote Thonglor 8,Khlong Tan,13.744097,100.5896845,Ekkamai,13.7195166,100.5851075,1814,2211
13.797263,100.5517915,M Jatujak,Krung Thep Aphiwat Central Terminal Station (Bang Sue Grand Station),13.80369,100.54227,Saphan Khwai BTS Station,13.7937663,100.5497095,584,2567
13.7244511,100.5708952,Aree Place Sukhumvit 26,Mae Nam Railway Station,13.7139353,100.5536168,Phrom Phong,13.73042,100.5697,946,3376
13.7773093,100.5466888,SAVVI Phahol 2,Sam Sen,13.77945,100.53003,Ari,13.779689,100.544646,1048,3269
13.7304859,100.5819396,Eight Thonglor Residence,Khlong Tan,13.744097,100.5896845,Ekkamai,13.7195166,100.5851075,1673,2187
13.6648923,100.6371263,The Niche Mono Bangna,Hua Mak,13.7381496,100.6401853,N/A,"","",null,9792
13.805165,100.5742029,Whizdom Avenue Ratchada - Ladprao,Sutthisan MRT Station,13.7898476,100.5741786,Lat Phrao,13.8061019,100.5736521,389,1891
13.7158442,100.5862656,Quintara Treehaus Sukhumvit 42,Khlong Tan,13.744097,100.5896845,Ekkamai,13.7195166,100.5851075,588,3610
13.7813444,100.5446239,Noble Reform,Sam Sen,13.77945,100.53003,Ari,13.779689,100.544646,194,2424
13.74229,100.573202,Regent On The Park 3,Asoke,13.749458,100.5638356,Phetchaburi,13.7487037,100.5631241,1743,1770
13.7520516,100.5340501,The Address Siam,Phaya Thai,13.7567379,100.5348422,Ratchathewi,13.7519875,100.5315773,389,838
13.7443656,100.6029391,The Privacy Rama 9,Sukhumvit 71,13.7429334,100.6004022,Ramkhamhaeng,13.7429925,100.6001474,2998,3026
13.8308983,100.540261,Niche Mono Ratchavipha,Nikhom Rotphai Khomo Sip-Et,13.82445,100.54854,Bang Son,13.8202164,100.5325217,1923,1980
13.8919511,100.5822038,Sucharee Life Laksi-Chaengwattana,Lak Si Station,13.8862308,100.5818596,N/A,"","",null,850
13.7105375,100.6082873,IKON Sukhumvit 77,Sukhumvit 71,13.7429334,100.6004022,On Nut,13.7056546,100.6010035,1314,6654
13.8129233,100.5960777,Plum Condo Chokchai 4,Sutthisan MRT Station,13.7898476,100.5741786,N/A,"","",null,4874
13.7758117,100.4830414,My Condo Pinklao,Thon Buri,13.7605789,100.4788689,Bang Yi Khan,13.7774358,100.4852436,390,2677
13.8332338,100.578915,The Waterford Royal Suit Senanikom,Bang Khen,13.8469567,100.5607095,Bang Bua,13.855994,100.585171,3631,4144
13.8900837,100.605816,Tempo Quad Phaholyothin-Saphanmai,Khan Keha Khomo Sipkao,13.8986083,100.5890182,N/A,"","",null,5021
13.8128394,100.6393641,Totnes Kaset - Nawamin,หจก.โชคพัฒนายุทธ,13.759029,100.616322,N/A,"","",null,9053
13.7478759,100.5283132,The Seed Memories Siam,Phaya Thai,13.7567379,100.5348422,National Stadium,13.746473,100.529073,605,1518
13.7265318,100.5674473,Serene Place Sukhumvit 24,Mae Nam Railway Station,13.7139353,100.5536168,Phrom Phong,13.73042,100.5697,649,2650
13.7029581,100.5992413,Quintara Arte Sukhumvit 52,Sukhumvit 71,13.7429334,100.6004022,On Nut,13.7056546,100.6010035,530,6253
13.7300327,100.5279841,Siamese Surawong,Silom MRT Station,13.7293606,100.5378782,Samyan,13.7323496,100.5299928,545,1287
13.7730562,100.4828061,Lumpini Suite Pinklao,Thon Buri,13.7605789,100.4788689,Bang Yi Khan,13.7774358,100.4852436,657,2387
13.6962337,100.6453272,Elements Srinakarin,Hua Mak,13.73805,100.6454302,N/A,"","",null,5698
13.8183153,100.5846831,Brown Condo Ratchada 32,Sutthisan MRT Station,13.7898476,100.5741786,N/A,"","",null,4093
13.7784063,100.5771585,THE STAGE Mindscape Ratchada - Huai Khwang,Sutthisan MRT Station,13.7898476,100.5741786,Huai Khwang,13.7785142,100.5736451,387,1640
13.7910088,100.543511,Lumpini Place Phahol-Saphankhwai,Pra Dipat,13.7927974,100.5355815,Saphan Khwai BTS Station,13.7937663,100.5497095,1020,983
13.7941322,100.5494918,The Editor Saphan Khwai,Krung Thep Aphiwat Central Terminal Station (Bang Sue Grand Station),13.80369,100.54227,Saphan Khwai BTS Station,13.7937663,100.5497095,200,2211
13.809696,100.564717,The Legacy Vibhavadi,Nikhom Rotphai Khomo Sip-Et,13.82445,100.54854,Phahon Yothin,13.8142366,100.5601484,901,3637
13.7378664,100.5625844,Muniq Sukhumvit 23,Asoke,13.749458,100.5638356,Sukhumvit,13.7385266,100.5614475,414,1491
13.7247303,100.5817363,Top View Tower,Khlong Tan,13.744097,100.5896845,Ekkamai,13.7195166,100.5851075,820,3459
13.7417641,100.5855081,The Monument Thonglo,Khlong Tan,13.744097,100.5896845,Ramkhamhaeng,13.7429925,100.6001474,1973,825
13.7518988,100.5345435,Wish Signature Midtown Siam,Phaya Thai,13.7567379,100.5348422,Ratchathewi,13.7519875,100.5315773,475,912
13.7222613,100.553251,Coco Parc,Mae Nam Railway Station,13.7139353,100.5536168,Khlong Toei,13.7222992,100.5539149,64,1057
13.7320089,100.5707351,39 by Sansiri,Asoke,13.749458,100.5638356,Phrom Phong,13.73042,100.5697,306,2933
13.886007,100.5943849,M Heritage,Lak Si Station,13.8862308,100.5818596,N/A,"","",null,3667
13.6577985,100.6017268,Voque Place Sukhumvit 107,Mae Nam Railway Station,13.7139353,100.5536168,Bearing,13.6612628,100.6018075,488,10861
13.7750303,100.5817799,L Style Condo,Sutthisan MRT Station,13.7898476,100.5741786,Huai Khwang,13.7785142,100.5736451,1284,2538
13.7199371,100.6163201,Baan Sukhumvit 77,Sukhumvit 71,13.7429334,100.6004022,On Nut,13.7056546,100.6010035,3209,6095
13.7778803,100.5402538,FYNN Aree,Sam Sen,13.77945,100.53003,Ari,13.779689,100.544646,856,1762
13.716382,100.818456,NHA Lat Krabang Bangkok Two Phase 2,Hua Takhe,13.7282555,100.7828678,N/A,"","",null,5146
13.7421995,100.5602602,Noble Recole,Asoke,13.749458,100.5638356,Sukhumvit,13.7385266,100.5614475,574,1069
13.685125,100.6093933,The Muse Sukhumvit 64/2,Sukhumvit 71,13.7429334,100.6004022,Punnawithi,13.689267,100.608987,534,8273
13.8373142,100.5744444,KnightsBridge Kaset - Society,Bang Khen,13.8469567,100.5607095,Bang Bua,13.855994,100.585171,2452,3662
13.7542622,100.6473491,Four Wings Residence,Hua Mak,13.73805,100.6454302,Huamark,13.7380459,100.6451813,2688,2715
13.6837594,100.6101751,Centric Scene Sukhumvit 64,Sukhumvit 71,13.7429334,100.6004022,Udom Suk,13.6799216,100.6094882,438,8380
13.7880813,100.6274476,Happy Condo Ladprao 101,หจก.โชคพัฒนายุทธ,13.759029,100.616322,N/A,"","",null,4980
13.7169887,100.5809037,MIELER Sukhumvit 40,Mae Nam Railway Station,13.7139353,100.5536168,Ekkamai,13.7195166,100.5851075,676,3856
13.7213592,100.5337269,The Hudson Sathorn 7,Silom MRT Station,13.7293606,100.5378782,Sala Daeng BTS Station,13.7284782,100.5341135,1990,1780
13.646842,100.681007,Sawasdee Bangkok,Suvarnabhumi,13.6923688,100.7510581,N/A,"","",null,23036
13.8005559,100.5735881,L Loft Ratchada 19,Sutthisan MRT Station,13.7898476,100.5741786,Ratchadaphisek,13.7991493,100.5746134,280,1284
13.696328,100.605266,Symphony Sukhumvit,Sukhumvit 71,13.7429334,100.6004022,Bang Chak,13.696738,100.605321,68,6887
13.7566234,100.5687505,Chamnan Phenjati Business Center,Asoke,13.749458,100.5638356,Phra Ram 9,13.7579217,100.5655678,664,1234
13.7387589,100.5762435,Baan Prompong,Khlong Tan,13.744097,100.5896845,Phrom Phong,13.73042,100.5697,1648,2534
13.8099817,100.5641739,Lert Ubon Sky Life Tower,Nikhom Rotphai Khomo Sip-Et,13.82445,100.54854,Phahon Yothin,13.8142366,100.5601484,838,3574
13.8543586,100.5636418,Varawan Park Ngamwongwan 59,Thung Song Hong,13.8601924,100.5674111,Bang Bua,13.855994,100.585171,2877,813
13.6707821,100.6374845,Bangna Country Complex,Hua Mak,13.7381496,100.6401853,N/A,"","",null,9511
13.6583756,100.6133578,Very Lasalle,Mae Nam Railway Station,13.7139353,100.5536168,Bearing,13.6612628,100.6018075,2032,12250
13.7162214,100.4556814,Beat Bangwa Interchange,Khlong Ton Sai,13.7070086,100.4700048,Bang Wa,13.7203785,100.4571807,962,3491
13.7158704,100.5471476,Sathorn Plus - By The Garden,Mae Nam Railway Station,13.7139353,100.5536168,Khlong Toei,13.7222992,100.5539149,1358,1368
13.7754507,100.484872,Thana Arcadia,Thon Buri,13.7605789,100.4788689,Bang Yi Khan,13.7774358,100.4852436,805,2802
13.7093777,100.5392022,Issara Collection Sathorn,Mae Nam Railway Station,13.7139353,100.5536168,Lumphini,13.7257642,100.5456664,2762,2597
13.7471039,100.5537153,Inter Lux Residence,Makkasan,13.7511902,100.5607675,Nana,13.740523,100.555434,879,1770
13.7378892,100.5926574,Le Cosi Ekamai 28,Khlong Tan,13.744097,100.5896845,Ramkhamhaeng,13.7429925,100.6001474,1896,1441
13.7111303,100.500552,Watermark Chaophraya,Wongwian Yai,13.7246069,100.4919321,Krung Thon Buri,13.72085,100.50272,1761,2506
13.7794067,100.5414562,The Silk Phaholyothin-Aree 2,Sam Sen,13.77945,100.53003,Ari,13.779689,100.544646,643,1975
13.751619,100.5880432,Sun Palace Condominium,Khlong Tan,13.744097,100.5896845,Ramkhamhaeng,13.7429925,100.6001474,2531,1539
13.7206679,100.5882135,Hive Sukhumvit 65,Khlong Tan,13.744097,100.5896845,Ekkamai,13.7195166,100.5851075,809,3803
13.7785324,100.5758326,Soho Bangkok Ratchada,Sutthisan MRT Station,13.7898476,100.5741786,Huai Khwang,13.7785142,100.5736451,238,1491
13.7044495,100.5994861,Tree Condo Sukhumvit 50,Sukhumvit 71,13.7429334,100.6004022,On Nut,13.7056546,100.6010035,417,5971
13.814848,100.5763659,Modiz Ratchada 32,Sutthisan MRT Station,13.7898476,100.5741786,Lat Phrao,13.8061019,100.5736521,1527,3231
13.735896,100.5508433,SOCIO Ruamrudee,Silom MRT Station,13.7293606,100.5378782,Nana,13.740523,100.555434,1605,2426
13.8116607,100.5339201,U Delight At Bang Sue Station,Bang Sue,13.8043718,100.5399431,Tao Poon,13.8061278,100.530761,1133,1722
13.7228254,100.584161,Rhythm Ekkamai,Khlong Tan,13.744097,100.5896845,Ekkamai,13.7195166,100.5851075,503,2649
13.6842747,100.605217,The Nest Sukhumvit 64,Mae Nam Railway Station,13.7139353,100.5536168,Udom Suk,13.6799216,100.6094882,708,9034
13.7168327,100.6008145,The Excel Hideaway Sukhumvit 71,Sukhumvit 71,13.7429334,100.6004022,Phra Khanong,13.7151737,100.5912598,1592,4738
13.7431329,100.5889531,Supalai Park Ekkamai-Thonglor,Khlong Tan,13.744097,100.5896845,Ramkhamhaeng,13.7429925,100.6001474,1454,306
13.7059719,100.5389078,WINDSHELL Naradhiwas,Mae Nam Railway Station,13.7139353,100.5536168,Lumphini,13.7257642,100.5456664,3176,3011
13.73856,100.5549714,Newton Tower,Makkasan,13.7508355,100.5613375,Nana,13.740523,100.555434,256,2924
13.7541882,100.5632693,Life Asoke Hype,Makkasan,13.7508355,100.5613375,สถานีพระราม 9,13.75723,100.565112,508,983
