lat,lng,property_name,trainstation_name,trainstation_lat,trainstation_lng,subway_station_name,subway_station_lat,subway_station_lng,subway_station_distance_meter,train_station_distance_meter
13.7471932,100.558835,Ruamjai Heights,Makkasan,13.7508355,100.5613375,Phetchaburi,13.7487037,100.5631241,773,1494
13.7588324,100.5671935,Siam Condominium,Makkasan,13.7508355,100.5613375,Phra Ram 9,13.7579217,100.5655678,540,1629
13.7423665,100.5453461,Tonson One Residence,Makkasan,13.7536699,100.547394,Chit Lom,13.7440937,100.5430647,420,1563
13.7305582,100.5878006,Ceil By Sansiri,Khlong Tan,13.744097,100.5896845,Ekkamai,13.7195166,100.5851075,1549,1909
13.7323363,100.5746402,Richmond Palace,Khlong Tan,13.744097,100.5896845,Phrom Phong,13.73042,100.5697,943,4106
13.6564933,100.6344652,The Excel Groove,Hua Mak,13.7381496,100.6401853,N/A,"","",null,11194
13.7508694,100.6064299,Dcondo Ramkhamhaeng,Sukhumvit 71,13.7429334,100.6004022,Ramkhamhaeng,13.7429925,100.6001474,3035,3063
13.7334618,100.592021,HOLME Ekkamai 22,Khlong Tan,13.744097,100.5896845,Ramkhamhaeng,13.7429925,100.6001474,2454,1827
13.7902214,100.5474517,The Reserve Phahol-Pradipat,Pra Dipat,13.7927974,100.5355815,Saphan Khwai BTS Station,13.7937663,100.5497095,614,1406
13.7467345,100.5440417,28 Chidlom,Makkasan,13.7536699,100.547394,Chit Lom,13.7440937,100.5430647,385,996
13.8901022,100.6072222,Episode Phaholyothin - Sapanmai,Khan Keha Khomo Sipkao,13.8986083,100.5890182,N/A,"","",null,5203
13.727769,100.5666355,Pearl Residences Sukhumvit 24,Mae Nam Railway Station,13.7139353,100.5536168,Phrom Phong,13.73042,100.5697,606,2839
13.7225893,100.5236848,Pabhada Silom,Silom MRT Station,13.7293606,100.5378782,Surasak,13.719228,100.5215297,627,1973
13.7920697,100.5036909,De LAPIS Charan 81,Bang Bamru Station,13.7916118,100.4777099,Bang Phlat,13.7924323,100.5050274,217,3444
13.7238041,100.526704,Ivy Sathorn 10,Silom MRT Station,13.7293606,100.5378782,Surasak,13.719228,100.5215297,982,1849
13.712503,100.5490399,Condo One Sathorn,Mae Nam Railway Station,13.7139353,100.5536168,Khlong Toei,13.7222992,100.5539149,1915,1800
13.7238216,100.537868,Supalai Icon Sathorn,Silom MRT Station,13.7293606,100.5378782,Si Lom,13.7292504,100.5365446,942,1064
13.7080444,100.6016849,The Room Sukhumvit 79,Sukhumvit 71,13.7429334,100.6004022,On Nut,13.7056546,100.6010035,377,5797
13.7465478,100.5566247,The Oleander,Makkasan,13.7511902,100.5607675,Nana,13.740523,100.555434,891,1772
13.7296021,100.5841877,The Reserve 61 Hideaway,Khlong Tan,13.744097,100.5896845,Ekkamai,13.7195166,100.5851075,1303,2091
13.8312965,100.5688115,Aspire Ratchayothin,Bang Khen,13.8469567,100.5607095,Phahon Yothin,13.8142366,100.5601484,2507,2800
13.858434,100.5865213,Abstracts Phahonyothin Park,Thung Song Hong,13.8601924,100.5674111,Bang Bua,13.855994,100.585171,407,3124
13.6983919,100.6048097,Ideo Sukhumvit 93,Sukhumvit 71,13.7429334,100.6004022,Bang Chak,13.696738,100.605321,232,6624
13.778303,100.548447,D'Memoria,Sam Sen,13.77945,100.53003,Ari,13.779689,100.544646,996,3372
13.7141711,100.5946657,The Bloom Sukhumvit 71,Sukhumvit 71,13.7429334,100.6004022,Phra Khanong,13.7151737,100.5912598,540,4366
13.7422597,100.5596365,Noble BE19,Asoke,13.749458,100.5638356,Sukhumvit,13.7385266,100.5614475,677,1133
13.7185743,100.5794276,Silver Heritage,Mae Nam Railway Station,13.7139353,100.5536168,Ekkamai,13.7195166,100.5851075,987,4120
13.8363741,100.5822144,You 2 Condo,Bang Khen,13.8469567,100.5607095,Bang Bua,13.855994,100.585171,3327,4570
13.7645596,100.5602024,Aspire Asoke-Ratchada,Makkasan,13.7511902,100.5607675,Phra Ram 9,13.7579217,100.5655678,1346,2476
13.7051139,100.5924413,The BASE Sukhumvit 50,Sukhumvit 71,13.7429334,100.6004022,On Nut,13.7056546,100.6010035,1111,6171
13.7193005,100.5267258,St. Louis Grand Terrace,Silom MRT Station,13.7293606,100.5378782,Surasak,13.719228,100.5215297,672,2295
13.7331615,100.570637,Le Raffine Sukhumvit 39,Asoke,13.749458,100.5638356,Phrom Phong,13.73042,100.5697,483,2865
13.7780132,100.486134,The Parkland Charan - Pinklao,Bang Bamru Station,13.7916118,100.4777099,Bang Yi Khan,13.7774358,100.4852436,452,2629
13.670195,100.6429464,Baan Ruenrom Bangna,Hua Mak,13.73805,100.6454302,N/A,"","",null,10263
13.7378837,100.5663373,Baan Siri 31,Asoke,13.749458,100.5638356,Sukhumvit,13.7385266,100.5614475,1303,1773
13.7144805,100.5934944,Sky Walk Residences,Sukhumvit 71,13.7429334,100.6004022,Phra Khanong,13.7151737,100.5912598,354,4512
